schoolyear,gradeLevel,classPeriod,classType,schoolName,gradePercentage,avid,sped,migrant,ell,student_ID
2024-2025,2,3.0,MUS,Cloudy Elementary School,100.0,Y,N,N,N,SUN505KN2
2022-2023,8,2.0,SCI,East Junior High,87.5,N,N,N,N,X3W4NNO01
2022-2023,6,1.0,SCI,Allfeather Middle School,93.0,N,N,N,N,CMN777B6O
2024-2025,2,7.0,MAT,Gale Elementary School,98.2,Y,N,N,N,M30MT1YI2
2024-2025,7,1.0,ELE,Allfeather Middle School,68.2,N,Y,N,N,UMPUH9759
2022-2023,3,2.0,ART,Gale Elementary School,100.0,Y,N,N,N,AKQ9H322D
2021-2022,6,0.0,ELE,East Junior High,100.0,Y,N,N,N,TM8412PMK
2023-2024,0,4.0,PE,Rocky Elementary School,100.0,Y,N,N,N,53C1UFH7Q
2023-2024,2,5.0,ENG,Maria Flowers Elementary School,40.8,Y,N,Y,Y,734U9QNWQ
2023-2024,5,8.0,SCI,Cloudy Elementary School,69.8,Y,Y,N,N,L2AD15CN7
2023-2024,4,6.0,ENG,Hall Elementary School,53.6,Y,N,Y,Y,7E96JWVP6
2022-2023,1,5.0,ENG,Gale Elementary School,98.0,Y,N,N,N,98X2D9USG
2023-2024,8,2.0,SOC,West Junior High,69.0,Y,N,N,N,EJ809WRI9
2023-2024,0,6.0,ENG,Rocky Elementary School,38.6,N,N,N,N,7NIVYY154
2024-2025,5,7.0,MAT,Hall Elementary School,17.9,Y,N,N,N,1LA34J5SZ
2022-2023,7,5.0,ELE,North Junior High,80.6,Y,N,N,N,C276TY3ID
2020-2021,6,5.0,SOC,East Junior High,85.7,N,Y,N,N,XWR7T1O88
2020-2021,6,4.0,ELE,West Junior High,87.5,N,N,N,N,VVSLJ4741
2023-2024,7,4.0,ELE,North Junior High,82.1,N,N,N,N,64LU6ET5M
2023-2024,6,5.0,MAT,Allfeather Middle School,35.0,Y,N,N,N,UK06T6V7I
2021-2022,7,2.0,ELE,Allfeather Middle School,81.4,N,N,N,N,76RX02SRS
2022-2023,5,4.0,PE,Hall Elementary School,95.0,Y,N,N,Y,06QL2Z2JO
2023-2024,6,5.0,ELE,North Junior High,0.0,Y,N,N,N,M95AEX4D4
2023-2024,3,9.0,SOC,Leafy Elementary School,100.0,Y,N,N,N,S1G4SHN32
2024-2025,4,6.0,ENG,Gale Elementary School,81.5,Y,N,N,N,6O0L5BQB0
2021-2022,6,3.0,PE,Allfeather Middle School,97.8,N,N,N,N,23VB57GGW
2023-2024,8,4.0,ELE,North Junior High,100.0,N,N,N,N,X485VF3RS
2024-2025,7,2.0,MAT,Allfeather Middle School,82.6,Y,N,N,N,EC3RM2C73
2023-2024,8,5.0,SCI,North Junior High,81.0,Y,N,N,Y,H3XB48L2B
2020-2021,6,4.0,SCI,East Junior High,100.5,N,N,N,N,KC3600ABP
2024-2025,6,3.0,ELE,Allfeather Middle School,96.5,N,N,N,N,KWY02X1D7
2024-2025,5,5.0,ENG,Rocky Elementary School,84.0,Y,N,N,N,5W1JEZT67
2021-2022,6,5.0,SOC,Online Learning School,83.33,N,Y,N,N,LBRY368L8
2018-2019,6,4.0,SCI,North Junior High,100.0,N,N,N,N,2A63XES2F
2022-2023,7,7.0,ENG,West Junior High,96.4,N,N,N,Y,D66I98TKH
2022-2023,3,7.0,ENG,Hall Elementary School,61.7,Y,N,N,N,E58VVR0P8
2018-2019,6,6.0,MUS,West Junior High,82.2,N,Y,Y,N,G1Y9E6D0X
2022-2023,4,4.0,PE,Gale Elementary School,100.0,Y,N,N,N,Q3LYE1C03
2023-2024,5,7.0,MAT,Rocky Elementary School,94.0,Y,N,Y,N,P8026TUSY
2024-2025,3,5.0,ENG,Washington Stone Elementary School,87.5,Y,N,Y,Y,X0T1M5TP9
2023-2024,3,7.0,MAT,Grand River Elementary School,95.1,Y,N,Y,N,E375QDX3X
2018-2019,6,7.0,ENG,East Junior High,87.5,N,N,N,N,Y55G9PBH7
2023-2024,6,5.0,SOC,East Junior High,70.4,N,N,N,N,8O0P9TI1D
2024-2025,6,2.0,SOC,North Junior High,80.0,Y,N,N,Y,KM41X44UH
2022-2023,8,1.0,ELE,West Junior High,0.0,Y,N,N,N,G1D2J5OF5
2021-2022,8,3.0,ELE,Allfeather Middle School,100.7,N,Y,N,N,N7I6R23WY
2018-2019,8,0.0,MS,Allfeather Middle School,83.1,N,N,N,N,B47OFWV02
2018-2019,8,6.0,SOC,South Junior High,75.8,Y,N,Y,N,52E7WHOZ1
2024-2025,7,3.0,SCI,East Junior High,37.5,N,N,N,N,US0112JNG
2021-2022,8,4.0,SCI,Allfeather Middle School,98.7,N,N,N,N,1TW6G42VV
2024-2025,4,9.0,SOC,Seaside Elementary School,100.0,Y,N,N,N,00RFS6RL9
2020-2021,8,4.0,MAT,West Junior High,45.0,Y,N,N,N,7A90D7MED
2023-2024,6,3.0,ENG,Allfeather Middle School,45.3,N,Y,N,N,3GM0IO74U
2022-2023,2,4.0,PE,Leafy Elementary School,100.0,Y,Y,N,N,29X3MD2FB
2022-2023,6,4.0,ENG,North Junior High,87.6,Y,N,N,N,QLT9349VO
2023-2024,6,5.0,SOC,East Junior High,99.0,N,N,N,N,Q3V36Q6UG
2022-2023,2,5.0,ENG,Gale Elementary School,91.8,Y,N,N,N,O24KYAS69
2022-2023,8,5.0,ENG,West Junior High,90.6,Y,N,N,N,HM4Q2OC36
2024-2025,2,8.0,SCI,Cloudy Elementary School,90.0,N,N,N,N,0DPH7V44Z
2020-2021,8,5.0,ART,North Junior High,100.0,N,Y,N,N,NW5Y06Y3V
2022-2023,6,5.0,ELE,Allfeather Middle School,100.0,N,N,N,N,5067ADGBQ
2018-2019,7,7.0,ENG,South Junior High,35.53,N,N,N,N,7UIY91X3P
2023-2024,4,7.0,MAT,Sunny Hillside Elementary School,82.8,Y,N,N,N,41G4AAI4P
2018-2019,7,0.0,MS,North Junior High,100.0,N,N,Y,N,DUN2VE917
2024-2025,8,7.0,SOC,North Junior High,70.0,Y,N,N,N,QH38YVQ23
2023-2024,7,6.0,PE,West Junior High,95.9,N,N,N,N,8W9QBWS09
2022-2023,6,7.0,ELE,Allfeather Middle School,36.8,N,N,Y,Y,3MNZK77A0
2021-2022,8,5.0,MAT,West Junior High,98.0,Y,N,N,N,KH6HV76W9
2023-2024,3,5.0,ENG,Leafy Elementary School,85.0,Y,N,N,Y,6D8K6OC5O
2021-2022,6,5.0,ELE,South Junior High,82.5,N,N,Y,N,O13BICD82
2023-2024,3,7.0,MAT,Leafy Elementary School,41.3,N,N,N,N,NEA0547IP
2022-2023,7,5.0,ELE,West Junior High,94.1,N,N,N,N,L75CF4E4G
2020-2021,6,5.0,SCI,Allfeather Middle School,100.0,N,N,N,N,Z5V5S2O5E
2024-2025,6,7.0,ELE,West Junior High,100.0,N,N,N,N,07DCG87MN
2021-2022,7,2.0,ENG,Online Learning School,53.0,N,N,Y,N,O40LOJ4O9
2024-2025,6,4.0,ENG,West Junior High,85.9,N,N,N,N,5B5F19CIA
2023-2024,5,2.0,ART,Rocky Elementary School,100.0,Y,N,N,N,OX29WSK39
2021-2022,6,6.0,ENG,Allfeather Middle School,89.1,N,N,N,N,POQF8652O
2023-2024,7,5.0,ENG,North Junior High,95.1,N,N,N,N,EDME44Z22
2023-2024,8,3.0,ELE,North Junior High,90.6,Y,N,N,N,0NRF2NT67
2023-2024,5,7.0,MAT,Rocky Elementary School,71.0,Y,N,N,N,2W5JWP61L
2023-2024,8,3.0,SOC,North Junior High,101.5,Y,N,N,N,77SDO6LR4
2022-2023,7,6.0,SCI,East Junior High,34.1,N,N,Y,N,XDE444C8P
2023-2024,1,3.0,MUS,Rocky Elementary School,100.0,N,N,Y,Y,3QA0W75EF
2021-2022,7,3.0,PE,Allfeather Middle School,78.9,N,N,Y,N,U56VZ0C7J
2024-2025,0,7.0,MAT,Circle Elementary School,91.6,Y,N,N,N,7XBM1J8X7
2021-2022,8,7.0,ELE,West Junior High,64.7,Y,Y,N,N,HDA1051AQ
2023-2024,4,8.0,SCI,Cloudy Elementary School,75.0,Y,N,N,N,G6S3MVC98
2023-2024,8,2.0,SOC,West Junior High,75.0,Y,Y,N,N,IU84WQ9H2
2024-2025,6,7.0,MAT,North Junior High,44.3,Y,Y,N,N,VU6T0C0V2
2023-2024,7,4.0,PE,Allfeather Middle School,84.1,N,N,N,N,MY32VR8E4
2021-2022,7,6.0,ENG,East Junior High,89.8,N,N,N,N,F81NG6H8J
2022-2023,1,2.0,ART,Gale Elementary School,100.0,Y,N,N,N,R5T7EP19N
2021-2022,6,6.0,MAT,Allfeather Middle School,57.7,N,N,N,N,3Y1X8MMY4
2024-2025,3,5.0,ENG,Rocky Elementary School,73.6,Y,N,N,N,7XHNC6L85
2023-2024,6,5.0,ELE,North Junior High,85.7,Y,N,N,N,HR8I45JN1
2023-2024,7,6.0,MUS,East Junior High,76.9,N,N,N,N,Y2C1SS9R6
2023-2024,0,6.0,ENG,Hall Elementary School,85.0,Y,N,N,N,IX71GMG06
2021-2022,8,5.0,MAT,East Junior High,54.6,N,N,Y,N,12HF2XP5F
2022-2023,8,6.0,PE,South Junior High,97.1,N,N,N,N,5NM0C2Z8Q
2024-2025,6,5.0,ENG,Allfeather Middle School,59.7,Y,N,N,N,29I5WJ6XI
2021-2022,7,2.0,PE,West Junior High,91.9,N,N,N,N,67GZN1SJ1
2023-2024,1,7.0,MAT,Gale Elementary School,100.0,Y,N,N,N,80OT1OE3I
2022-2023,8,3.0,PE,West Junior High,91.0,Y,N,N,N,Q1I4V6ZR6
2022-2023,6,7.0,ENG,Allfeather Middle School,92.8,Y,N,N,N,698YM3RKN
2020-2021,7,3.0,ART,East Junior High,99.1,N,N,N,N,0V1Q7LR9Z
2023-2024,7,5.0,SCI,North Junior High,0.0,N,Y,N,N,LD93J89VN
2022-2023,2,4.0,PE,Hall Elementary School,95.0,Y,N,N,N,69EAQ98DW
2024-2025,0,7.0,MAT,Grand River Elementary School,100.0,Y,Y,N,N,G4I1YU4P1
2020-2021,7,3.0,ELE,East Junior High,100.0,Y,N,N,N,V56F9Y4LR
2024-2025,5,7.0,MAT,Tulip Beach Elementary School,74.5,Y,N,N,N,7NK0L6N0L
2023-2024,8,3.0,ELE,West Junior High,68.6,Y,Y,Y,N,4MNKZ928P
2023-2024,3,8.0,SCI,Grand River Elementary School,100.0,Y,N,Y,Y,IB25I2W0W
2020-2021,8,2.0,ENG,Online Learning School,73.0,N,N,N,N,JU39MO0W7
2023-2024,2,8.0,MUS,Seaside Elementary School,100.0,Y,N,N,N,J09YFRW42
2024-2025,6,3.0,SCI,Allfeather Middle School,90.2,Y,N,N,N,J29V36FHD
2024-2025,3,7.0,MAT,Tulip Beach Elementary School,100.0,N,N,N,N,5Q3PLEP74
2023-2024,6,3.0,SOC,Allfeather Middle School,98.9,N,N,Y,N,OJJTM6493
2024-2025,5,7.0,MAT,Seaside Elementary School,99.6,Y,N,N,N,TC02HOR21
2024-2025,6,1.0,PE,Allfeather Middle School,92.3,N,N,Y,N,3N4KOYT76
2022-2023,6,8.0,ELE,North Junior High,100.0,N,N,N,N,27UN5SIF7
2020-2021,8,4.0,SCI,East Junior High,26.1,N,N,N,N,CLH39Y35Y
2024-2025,3,5.0,ENG,Grand River Elementary School,89.4,Y,N,N,N,K91L3KR2N
2024-2025,0,5.0,ENG,Gale Elementary School,90.2,Y,N,N,N,SX5L41UU5
2022-2023,7,3.0,ELE,South Junior High,98.0,Y,N,Y,N,QG737E7AM
2023-2024,3,7.0,MAT,Washington Stone Elementary School,95.1,Y,N,N,N,XET1G2E46
2023-2024,3,2.0,ART,Leafy Elementary School,100.0,Y,Y,N,N,T1616RMME
2018-2019,7,5.0,ENG,East Junior High,72.4,Y,N,N,N,HT930CT8M
2022-2023,6,5.0,ENG,North Junior High,100.0,Y,N,N,N,2UWA4OP37
2023-2024,6,1.0,MS,East Junior High,96.7,N,N,N,N,5K7KXV9D7
2024-2025,5,4.0,PE,Tulip Beach Elementary School,100.0,Y,N,N,Y,A4K8VX21E
2018-2019,6,1.0,ART,South Junior High,100.0,Y,N,N,N,28WJ7B1TP
2022-2023,2,5.0,ENG,Washington Stone Elementary School,100.0,Y,N,Y,N,NKJB7K070
2024-2025,0,3.0,MUS,Rocky Elementary School,100.0,Y,N,N,N,3D6TZ59LT
2021-2022,6,4.0,MAT,South Junior High,70.8,N,N,Y,N,V11V35HCO
2024-2025,7,2.0,ENG,West Junior High,75.7,N,N,N,Y,E6987NLGT
2022-2023,8,3.0,ENG,South Junior High,55.6,N,N,N,N,PNG0E7W49
2023-2024,8,1.0,ELE,North Junior High,90.7,Y,N,N,N,YRC65H2G5
2021-2022,6,5.0,SCI,South Junior High,100.0,N,Y,N,N,1NB5S1B8Y
2023-2024,6,2.0,SOC,Allfeather Middle School,94.6,Y,N,N,N,6T6G1YAP6
2024-2025,8,2.0,ENG,West Junior High,72.8,Y,Y,Y,N,3IOU559RM
2024-2025,1,3.0,MUS,Gale Elementary School,100.0,Y,N,N,N,43IA6K9EP
2023-2024,7,6.0,ENG,North Junior High,33.3,N,N,N,N,3YSYQ902E
2020-2021,7,2.0,ENG,South Junior High,100.0,Y,Y,N,N,70UV2QM7J
2023-2024,3,9.0,SOC,Washington Stone Elementary School,95.8,Y,N,Y,N,NCY4S676C
2021-2022,6,5.0,ENG,Allfeather Middle School,53.9,N,N,N,N,347QQPO5W
2024-2025,8,1.0,SCI,East Junior High,91.3,N,N,N,N,A53PO11DD
2022-2023,8,2.0,PE,South Junior High,62.0,N,N,N,N,L1XMD0R67
2024-2025,3,8.0,SCI,Sunny Hillside Elementary School,100.0,Y,N,N,N,7BHS1QF22
2024-2025,0,7.0,MAT,Gale Elementary School,35.8,Y,N,N,N,DGRL0430Y
2020-2021,8,4.0,ELE,West Junior High,92.0,Y,N,N,N,CM256ES9L
2024-2025,2,2.0,ART,Gale Elementary School,100.0,Y,Y,N,N,9ED18K7MF
2023-2024,7,6.0,ENG,Allfeather Middle School,90.6,N,N,Y,N,NQ076IZF0
2021-2022,8,1.0,SOC,East Junior High,82.1,Y,N,N,N,Z4SU076DD
2021-2022,7,3.0,MAT,West Junior High,52.5,N,N,Y,N,I5U28BM3H
2020-2021,7,7.0,MUS,West Junior High,75.2,N,N,N,N,K3LMT1Q37
2018-2019,8,7.0,ENG,West Junior High,90.6,Y,N,N,N,714IJW4ZR
2024-2025,1,3.0,MUS,Tulip Beach Elementary School,97.8,N,N,N,N,Y85G3B3YT
2020-2021,6,2.0,SCI,North Junior High,48.3,N,N,Y,N,8L93CD8UX
2024-2025,8,1.0,ELE,West Junior High,100.0,Y,N,N,N,8K5ST85UK
2024-2025,6,7.0,MAT,North Junior High,65.6,Y,N,N,N,V02HM1SG8
2023-2024,6,6.0,ELE,East Junior High,100.0,N,N,N,N,8X1VB79YU
2023-2024,7,3.0,MAT,West Junior High,96.4,N,N,N,N,R2U408AGW
2024-2025,7,1.0,PE,Allfeather Middle School,82.8,N,N,N,N,IQW6E312J
2023-2024,8,2.0,ELE,North Junior High,94.2,Y,N,N,N,5DU96NWJ9
2024-2025,3,5.0,ENG,Tulip Beach Elementary School,84.4,N,Y,N,N,MR8AZ05C7
2024-2025,8,6.0,SCI,East Junior High,90.4,N,N,N,N,ZR98QDE71
2021-2022,8,2.0,MAT,West Junior High,91.0,Y,N,N,N,PN972BNS8
2021-2022,7,1.0,SCI,Allfeather Middle School,23.3,N,N,Y,N,WM86VU06T
2021-2022,8,6.0,ENG,Allfeather Middle School,62.3,N,N,N,N,7TT727RWF
2023-2024,1,5.0,ENG,Gale Elementary School,87.1,Y,Y,N,N,NV59V0G3X
2024-2025,0,7.0,MAT,Cloudy Elementary School,94.0,Y,N,N,N,383C6LQSQ
2022-2023,7,4.0,ELE,East Junior High,100.0,Y,N,N,N,1EZG44MW3
2024-2025,3,8.0,SCI,Cloudy Elementary School,76.7,N,Y,N,N,3QA9C7C4G
2023-2024,0,8.0,SCI,Sunny Hillside Elementary School,96.3,Y,N,N,N,J3R98KZ1O
2021-2022,6,6.0,ELE,South Junior High,100.0,N,N,N,N,0CX8SPF54
2024-2025,3,8.0,SCI,Maria Flowers Elementary School,89.0,Y,N,N,N,CH0N6LL51
2022-2023,6,5.0,ELE,West Junior High,93.0,N,N,N,N,Y9Q86L9SM
2022-2023,8,4.0,ELE,West Junior High,93.0,Y,N,N,N,MI18HJ2O7
2024-2025,6,8.0,ELE,North Junior High,94.7,Y,N,Y,Y,OEJ680BQ4
2024-2025,7,6.0,MAT,South Junior High,100.9,Y,N,N,N,85YX7KKL9
2023-2024,2,4.0,PE,Rocky Elementary School,100.0,N,N,Y,N,XD1H338JZ
2022-2023,6,6.0,SCI,South Junior High,67.4,N,N,N,N,C9L2B0YY5
2018-2019,8,2.0,SCI,Allfeather Middle School,62.2,N,N,N,N,T8I6CQU87
2024-2025,0,8.0,SCI,Cloudy Elementary School,100.0,Y,N,N,N,Y3VH78UH3
2024-2025,1,9.0,SOC,Gale Elementary School,97.0,Y,N,N,N,87HB6DF8Q
2024-2025,3,6.0,ENG,Washington Stone Elementary School,91.0,Y,N,N,N,UFX7N9J23
2022-2023,6,5.0,ELE,Allfeather Middle School,87.9,Y,N,N,N,FHH8J311C
2024-2025,7,3.0,PE,South Junior High,84.8,N,N,N,Y,S8SL51LP2
2022-2023,7,4.0,SOC,East Junior High,70.0,N,N,N,Y,AG6B8Z65Z
2022-2023,7,5.0,ELE,Allfeather Middle School,90.0,N,N,N,N,1Y2XW7MZ0
2020-2021,8,1.0,ENG,Allfeather Middle School,79.4,N,N,N,N,ULNX2089H
2021-2022,8,1.0,SOC,East Junior High,81.4,Y,N,N,N,6G79ZLIY5
2018-2019,7,8.0,SOC,South Junior High,73.8,Y,N,N,N,3S2LMQS46
2024-2025,7,1.0,SCI,Allfeather Middle School,84.8,Y,N,N,N,IFX5491XG
2024-2025,0,9.0,SOC,Cloudy Elementary School,94.0,N,N,N,Y,G3A2Z4U3P
2022-2023,4,9.0,SOC,Gale Elementary School,92.8,Y,N,Y,N,K3LQ5S5X5
2023-2024,5,3.0,MUS,Elk Meadow Elementary School,90.0,Y,N,N,N,K720Q1BMT
2022-2023,8,3.0,PE,Allfeather Middle School,80.2,N,N,N,N,W4F70ZYO6
2024-2025,8,8.0,MAT,West Junior High,99.0,Y,N,N,N,RCQ8E92Q6
2020-2021,6,6.0,ENG,Allfeather Middle School,73.5,N,N,N,N,W2AD9W72M
2024-2025,5,3.0,MUS,Gale Elementary School,100.0,Y,N,N,N,0WNMT965W
2024-2025,0,3.0,MUS,Cloudy Elementary School,100.0,Y,N,N,N,Y3VH78UH3
2023-2024,3,5.0,ENG,Hall Elementary School,93.0,Y,N,Y,Y,IO39KS64L
2023-2024,8,3.0,ELE,West Junior High,69.4,Y,N,N,Y,98V0AVAK1
2022-2023,8,8.0,ELE,North Junior High,100.0,N,N,N,N,V4WHF979I
2023-2024,8,0.0,MAT,West Junior High,82.8,Y,N,N,N,5396HXCFF
2018-2019,6,0.0,MS,North Junior High,100.0,N,N,N,N,6B1S2WFL5
2018-2019,8,5.0,ART,West Junior High,97.6,Y,N,N,N,IG796YA1S
2023-2024,4,6.0,ENG,Grand River Elementary School,84.4,Y,N,N,N,Z5X0NX1A1
2021-2022,7,2.0,MUS,South Junior High,101.4,N,N,N,N,30X2MCHG8
2021-2022,7,1.0,ELE,Allfeather Middle School,71.4,N,N,N,N,M22K67ETR
2020-2021,8,4.0,SCI,Allfeather Middle School,90.3,N,N,Y,N,MVO41J6R3
2018-2019,7,1.0,MAT,Allfeather Middle School,82.0,N,N,N,N,247ZJL9CA
2024-2025,0,3.0,MUS,Rocky Elementary School,100.0,N,Y,N,N,LO89Y3NE4
2023-2024,3,6.0,ENG,Maria Flowers Elementary School,56.5,Y,N,N,N,21U5HEJA2
2024-2025,6,2.0,MAT,Allfeather Middle School,61.7,N,N,N,N,JLV5X850Q
2024-2025,8,2.0,ENG,West Junior High,77.2,Y,N,N,N,EOR89C84S
2022-2023,4,6.0,ENG,Leafy Elementary School,50.0,Y,Y,N,N,2GQB08IW9
2018-2019,8,1.0,MAT,South Junior High,59.5,N,N,N,N,83L7W9IQM
2023-2024,7,2.0,SCI,North Junior High,88.3,N,N,Y,N,O7K12Y2QF
2024-2025,4,2.0,ART,Seaside Elementary School,100.0,Y,N,N,N,8Z82I4FDC
2024-2025,5,4.0,PE,Rocky Elementary School,100.0,Y,Y,N,N,1L9XC0CQ9
2022-2023,7,8.0,ELE,North Junior High,0.0,Y,Y,N,N,B690FF5WU
2022-2023,2,9.0,SOC,Gale Elementary School,92.6,Y,N,N,N,0JO7A52XB
2023-2024,0,2.0,ART,Grand River Elementary School,100.0,Y,N,N,N,3ZQ149MXR
2021-2022,8,1.0,SOC,South Junior High,99.2,N,N,N,N,L25WTI9Z0
2024-2025,4,5.0,ENG,Rocky Elementary School,75.3,Y,N,N,N,44X1MW5VG
2024-2025,2,3.0,MUS,Grand River Elementary School,100.0,Y,N,N,N,3MQ94GM5M
2023-2024,2,4.0,PE,Grand River Elementary School,97.0,Y,Y,N,N,V86S4SBU7
2020-2021,6,1.0,ENG,West Junior High,72.2,Y,Y,N,N,66YA87EZA
2021-2022,6,3.0,MAT,East Junior High,94.4,Y,N,N,N,CE61F02HL
2018-2019,7,1.0,ELE,North Junior High,35.0,N,N,N,N,C83YCV84X
2024-2025,7,4.0,MAT,Allfeather Middle School,84.5,Y,N,N,N,Y9Y3C0NN8
2022-2023,5,3.0,MUS,Gale Elementary School,100.0,Y,N,N,N,PSH619JR6
2023-2024,2,9.0,SOC,Gale Elementary School,100.0,Y,N,N,N,BZ4Z9F42T
2024-2025,3,4.0,PE,Tulip Beach Elementary School,100.0,N,N,N,N,7FED04Z8D
2022-2023,6,0.0,MS,North Junior High,0.0,Y,N,N,N,A607V6EMR
2023-2024,1,6.0,ENG,Leafy Elementary School,66.0,Y,N,N,N,4C7ZYV6C1
2023-2024,6,2.0,SOC,East Junior High,90.2,N,N,N,N,1Y8M6XDG2
2022-2023,3,9.0,MAT,Hall Elementary School,95.0,Y,N,N,Y,49RVMB1M2
2023-2024,3,8.0,SCI,Grand River Elementary School,100.0,Y,N,N,N,27U0B4VJW
2024-2025,0,7.0,MAT,Cloudy Elementary School,79.5,Y,Y,N,N,NT63Z41ET
2020-2021,8,2.0,MAT,East Junior High,104.4,N,N,N,N,C2KA1M5Q7
2024-2025,4,7.0,MAT,Gale Elementary School,93.1,Y,N,N,N,59TT7RW6P
2024-2025,0,5.0,ENG,Grand River Elementary School,57.9,Y,N,Y,Y,9EPH8H37X
2021-2022,7,6.0,SOC,North Junior High,100.0,N,Y,Y,N,I6K1SP3A1
2024-2025,4,5.0,ENG,Sunny Hillside Elementary School,90.7,Y,N,N,N,D0QHP548K
2024-2025,3,9.0,SOC,Seaside Elementary School,88.2,Y,N,N,N,P2J3V8Y7I
2021-2022,7,4.0,SOC,West Junior High,96.9,N,Y,N,N,5CNJ989JP
2022-2023,6,2.0,ELE,West Junior High,86.4,N,N,Y,Y,57GJK3DX9
2018-2019,7,3.0,ENG,East Junior High,84.8,N,N,N,N,9K3E30ZLG
2024-2025,8,1.0,SOC,Allfeather Middle School,78.9,N,N,N,N,J839J0WBS
2024-2025,4,9.0,SOC,Rocky Elementary School,84.1,Y,N,N,N,6J0B1VVW2
2022-2023,1,7.0,MAT,Leafy Elementary School,84.0,Y,N,N,N,95AROFV64
2021-2022,8,1.0,ELE,North Junior High,93.0,N,N,N,N,8NGU01WT5
2020-2021,7,1.0,ENG,North Junior High,102.2,N,N,N,N,87G19DVUF
2018-2019,8,0.0,MS,North Junior High,100.0,N,N,N,N,FR13Y0M1H
2021-2022,8,4.0,MUS,East Junior High,92.8,Y,N,N,N,Q7IJQ0D48
2024-2025,3,5.0,ENG,Washington Stone Elementary School,58.1,Y,N,Y,Y,JTT3660JP
2024-2025,0,7.0,MAT,Tulip Beach Elementary School,96.0,N,N,N,N,3CL430NCY
2020-2021,8,4.0,SOC,Allfeather Middle School,95.5,Y,N,N,N,UG1S0L1G1
2024-2025,7,4.0,ENG,West Junior High,58.1,Y,Y,N,N,S2T5KSK60
2024-2025,8,6.0,ENG,West Junior High,85.6,Y,N,N,N,CZ0S0DH06
2023-2024,3,7.0,MAT,Gale Elementary School,82.1,Y,N,N,N,04PNFN6L7
2018-2019,8,5.0,IN,Allfeather Middle School,95.7,N,N,N,N,2Y31ME0IE
2024-2025,8,8.0,MS,East Junior High,74.8,N,N,N,N,9V0KX60TA
2023-2024,7,1.0,SOC,Allfeather Middle School,67.9,N,Y,Y,Y,AF4B286NQ
2024-2025,7,3.0,ELE,North Junior High,73.7,Y,N,Y,N,W7LY07SC5
2023-2024,6,3.0,ENG,West Junior High,97.0,Y,N,N,N,E95WIR02U
2024-2025,5,2.0,ART,Rocky Elementary School,97.1,Y,Y,N,N,86R7ERZ4P
2024-2025,5,6.0,ENG,Washington Stone Elementary School,80.7,Y,N,N,N,7U7W3XIW4
2021-2022,6,4.0,ENG,East Junior High,91.3,Y,N,N,N,G1ZOWE846
2023-2024,6,8.0,SOC,West Junior High,98.0,Y,N,N,N,6GE7I9KD3
2024-2025,3,5.0,ENG,Gale Elementary School,95.0,Y,N,N,N,H0VS1V1A6
2024-2025,4,5.0,ENG,Gale Elementary School,81.3,Y,N,N,N,7EF6SMI45
2024-2025,4,5.0,ENG,Leafy Elementary School,71.9,N,N,Y,Y,U2E6J2I2B
2020-2021,8,3.0,ELE,West Junior High,80.0,Y,N,N,N,H6O6I3DI5
2022-2023,6,2.0,SOC,Allfeather Middle School,99.3,Y,N,N,N,X7R306YUG
2023-2024,2,7.0,MAT,Hall Elementary School,80.2,Y,Y,N,N,0S0JU4Y3A
2023-2024,1,3.0,ENG,Gale Elementary School,97.1,Y,Y,N,N,T87QUM9M6
2024-2025,7,8.0,MS,East Junior High,72.7,N,N,N,N,88YR8KH0N
2024-2025,5,3.0,MUS,Gale Elementary School,100.0,Y,N,N,N,U1Z53M0HM
2021-2022,8,7.0,SOC,North Junior High,87.1,N,N,N,N,FWDE4T845
2024-2025,7,5.0,SOC,North Junior High,97.3,Y,Y,N,N,19US90QZQ
2022-2023,4,9.0,SOC,Leafy Elementary School,100.0,Y,Y,Y,Y,2GY3VHL46
2023-2024,8,2.0,PE,West Junior High,100.0,Y,N,N,Y,7GP90H2MN
2023-2024,6,1.0,ELE,West Junior High,85.4,Y,N,N,N,IJMS36O84
2023-2024,3,9.0,SOC,Grand River Elementary School,100.0,N,N,N,N,75D0U4REM
2021-2022,6,6.0,ENG,North Junior High,75.3,N,N,N,N,M08IDT6P6
2018-2019,6,5.0,ENG,East Junior High,93.8,Y,N,N,N,8USZ290QL
2023-2024,6,3.0,ENG,North Junior High,79.6,Y,N,N,N,HE81O38UW
2018-2019,8,7.0,ELE,West Junior High,97.9,Y,N,N,N,9N2EE0J4O
2024-2025,8,6.0,ART,West Junior High,88.1,Y,N,N,N,QJ85RQQ70
2023-2024,5,3.0,MUS,Rocky Elementary School,100.0,Y,N,Y,N,2VE09J1FZ
2021-2022,7,6.0,ELE,North Junior High,96.7,N,N,Y,N,4VGR0E87P
2022-2023,7,2.0,PE,East Junior High,83.7,N,N,N,N,KTK7C7J73
2024-2025,8,3.0,ELE,Allfeather Middle School,65.5,N,N,N,N,X13CM7S6I
2023-2024,2,9.0,SOC,Grand River Elementary School,100.0,Y,N,Y,Y,5W3T04CMW
2024-2025,0,2.0,ART,Seaside Elementary School,100.0,Y,N,N,N,TC3F04R0D
2020-2021,6,4.0,ELE,South Junior High,93.1,N,N,N,N,WVN8W22T2
2022-2023,8,5.0,ELE,Allfeather Middle School,99.2,Y,N,N,N,C1H1V0DU6
